user_id,recommendations,recommended_categories,purchased_products,purchased_categories,precision@k
59,"[140, 130, 6136, 7693, 7215]","['Kitchen', 'Food']","[3, 2]","['Kitchen', 'Food']",1.0
63,"[159, 140, 81, 813, 4727]","['Kitchen', 'Electronics', 'Toys']","[1, 1]",['Toys'],0.8
67,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],1.0
69,"[6136, 7693, 7215, 9921, 2277]","['Kitchen', 'Food']","[2, 7]","['Kitchen', 'Food']",0.95
75,"[813, 7693, 9921, 4727, 3455]","['Kitchen', 'Toys']","[1, 2]","['Kitchen', 'Toys']",0.95
81,"[159, 129, 140, 6136, 5369]","['Kitchen', 'Electronics', 'Home', 'Food']","[11, 10, 11, 4, 4, 14, 13, 14, 9, 3]","['Home', 'Fitness', 'Kitchen', 'Food', 'Electronics']",0.95
85,"[159, 124, 140, 6136, 5369]","['Kitchen', 'Electronics', 'Home', 'Food']","[14, 11, 10, 1, 2, 13, 9, 13, 4, 8]","['Toys', 'Home', 'Smart Home', 'Fitness', 'Kitchen', 'Food', 'Electronics']",0.95
87,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
95,"[184, 4372, 6136, 7693, 7215]","['Fitness', 'Kitchen', 'Food']","[7, 2, 6, 3, 2, 16, 11, 12, 11]","['Fitness', 'Kitchen', 'Food']",0.95
96,"[6136, 7215, 5369, 2277, 5544]","['Food', 'Home']","[12, 3, 14, 7]","['Food', 'Home']",0.95
97,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],0.95
98,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
100,"[140, 184, 130, 72, 6136]","['Kitchen', 'Food']","[3, 2, 3]","['Kitchen', 'Food']",1.0
106,"[6136, 5369, 4439, 813, 7215]","['Audio', 'Toys', 'Food', 'Home']","[1, 14, 12, 7, 1, 5, 1, 14, 7]","['Audio', 'Home', 'Toys', 'Food']",0.95
109,"[6136, 813, 7693, 7215, 9921]","['Kitchen', 'Food', 'Toys']","[6, 2, 12, 15, 2, 1, 7, 7]","['Kitchen', 'Food', 'Toys']",0.95
111,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
115,"[6136, 7693, 3337, 7215, 9921]","['Kitchen', 'Food', 'Smart Home']","[4, 2, 7, 8]","['Kitchen', 'Food', 'Smart Home']",0.95
116,"[124, 140, 6136, 813, 7693]","['Kitchen', 'Electronics', 'Toys', 'Food']","[12, 4, 2, 13, 15, 5, 6, 5, 1, 10]","['Electronics', 'Toys', 'Kitchen', 'Food', 'Audio']",0.95
125,"[129, 159, 6136, 3160, 813]","['Electronics', 'Toys', 'Food']","[3, 13, 12, 8, 8, 15, 1, 8]","['Electronics', 'Food', 'Toys', 'Smart Home']",0.95
126,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
129,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
132,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],1.0
142,"[6136, 813, 7215, 4727, 2277]","['Food', 'Toys']","[1, 9, 6]","['Food', 'Toys']",0.95
146,"[3337, 193, 9822, 2127, 5314]",['Smart Home'],[8],['Smart Home'],0.95
148,"[184, 6136, 5369, 7693, 3337]","['Kitchen', 'Food', 'Home', 'Smart Home']","[8, 9, 10, 2, 6, 14, 7, 7, 8, 16]","['Kitchen', 'Food', 'Home', 'Smart Home']",0.95
151,"[124, 193, 4372, 6136, 7693]","['Smart Home', 'Fitness', 'Kitchen', 'Food', 'Electronics']","[7, 3, 2, 5, 10, 13, 3, 13, 11, 8]","['Electronics', 'Smart Home', 'Fitness', 'Kitchen', 'Food', 'Audio']",0.95
155,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
157,"[6136, 7693, 3337, 4439, 7215]","['Kitchen', 'Audio', 'Food', 'Smart Home']","[8, 4, 5, 9]","['Kitchen', 'Audio', 'Smart Home', 'Food']",0.95
160,"[81, 6136, 5369, 813, 7693]","['Kitchen', 'Food', 'Toys', 'Home']","[12, 14, 9, 9, 1, 2, 4, 14]","['Kitchen', 'Toys', 'Food', 'Home']",0.95
165,"[6136, 7215, 8138, 2277, 9599]",['Food'],"[3, 3, 3, 3]",['Food'],1.0
167,"[193, 130, 6136, 7693, 3337]","['Kitchen', 'Food', 'Smart Home']","[2, 9, 6, 2, 3, 12, 7, 7, 8]","['Kitchen', 'Food', 'Smart Home']",0.95
170,"[6136, 813, 7215, 4727, 2277]","['Food', 'Toys']","[1, 9]","['Food', 'Toys']",0.95
172,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
173,"[4439, 6136, 8479, 7215, 9511]","['Audio', 'Food']","[5, 12, 7, 15, 3, 3, 6, 7, 12, 3]","['Audio', 'Food']",0.95
178,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],0.95
183,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],0.95
184,"[130, 6136, 7215, 8138, 2277]",['Food'],[3],['Food'],1.0
189,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],0.95
190,"[6136, 7693, 4439, 7215, 9921]","['Kitchen', 'Audio', 'Food']","[5, 7, 4]","['Kitchen', 'Audio', 'Food']",0.95
191,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
192,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[9, 6]",['Food'],0.95
193,"[140, 184, 5369, 6136, 7693]","['Kitchen', 'Food', 'Home']","[10, 15, 14, 2]","['Kitchen', 'Food', 'Home']",0.95
195,"[6136, 4372, 813, 7693, 7215]","['Fitness', 'Kitchen', 'Food', 'Toys']","[10, 11, 1, 6, 4, 9, 15, 12, 12, 9]","['Fitness', 'Kitchen', 'Food', 'Toys']",0.95
199,"[6136, 813, 7693, 3337, 7215]","['Kitchen', 'Food', 'Toys', 'Smart Home']","[8, 7, 1, 4]","['Kitchen', 'Food', 'Toys', 'Smart Home']",0.95
208,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
210,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
212,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],1.0
215,"[140, 6136, 5369, 813, 7693]","['Kitchen', 'Toys', 'Food', 'Home']","[4, 14, 10, 9, 3, 1, 8, 5]","['Toys', 'Home', 'Smart Home', 'Kitchen', 'Food', 'Audio']",0.95
218,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
222,"[6136, 813, 3337, 7215, 4727]","['Food', 'Toys', 'Smart Home']","[8, 1, 9]","['Food', 'Toys', 'Smart Home']",0.95
223,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
226,"[140, 124, 813, 7693, 9921]","['Kitchen', 'Electronics', 'Toys']","[1, 2, 1, 2, 2]","['Kitchen', 'Toys']",1.0
228,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
232,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
235,"[159, 193, 4372, 6136, 7693]","['Smart Home', 'Fitness', 'Kitchen', 'Food', 'Electronics']","[4, 11, 10, 13, 13, 8, 13, 6, 7, 5]","['Audio', 'Smart Home', 'Fitness', 'Kitchen', 'Food', 'Electronics']",0.95
236,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
237,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
241,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
243,"[140, 81, 184, 7693, 813]","['Kitchen', 'Toys']","[2, 2, 1]","['Kitchen', 'Toys']",1.0
244,"[813, 193, 4727, 4720, 9447]","['Toys', 'Smart Home']",[1],['Toys'],0.9500000000000001
246,"[124, 4372, 6136, 3160, 4439]","['Fitness', 'Audio', 'Electronics', 'Food']","[9, 10, 13, 7, 5, 11, 11, 12, 10]","['Fitness', 'Audio', 'Electronics', 'Food']",0.95
247,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
251,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
253,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
256,"[140, 184, 7693, 9921, 3455]",['Kitchen'],[2],['Kitchen'],1.0
260,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
263,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
264,"[6136, 7215, 8138, 2277, 9599]",['Food'],"[3, 3]",['Food'],1.0
268,"[130, 6136, 7215, 2277, 8138]",['Food'],[3],['Food'],1.0
270,"[130, 6136, 5369, 4372, 4439]","['Fitness', 'Audio', 'Food', 'Home']","[16, 11, 16, 6, 14, 12, 9, 11, 5, 6]","['Fitness', 'Audio', 'Food', 'Home']",0.95
272,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
279,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],1.0
281,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],1.0
290,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
291,"[6136, 3337, 7215, 193, 2277]","['Food', 'Smart Home']","[7, 8, 7]","['Food', 'Smart Home']",0.95
295,"[193, 72, 6136, 813, 7693]","['Kitchen', 'Food', 'Toys', 'Smart Home']","[3, 8, 6, 1, 7, 10, 2, 3, 2]","['Kitchen', 'Food', 'Toys', 'Smart Home']",0.95
303,"[193, 129, 6136, 3160, 3337]","['Electronics', 'Smart Home', 'Food']","[10, 8, 13, 6, 10, 9, 5, 12, 9, 8]","['Audio', 'Electronics', 'Food', 'Smart Home']",0.95
305,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],1.0
306,"[159, 193, 6136, 3160, 813]","['Electronics', 'Toys', 'Smart Home', 'Food']","[13, 1, 8, 15, 9, 3, 3, 8, 6, 10]","['Electronics', 'Toys', 'Smart Home', 'Food']",0.95
307,"[3337, 193, 9822, 2127, 5314]",['Smart Home'],[8],['Smart Home'],0.95
309,"[6136, 7693, 7215, 9921, 2277]","['Kitchen', 'Food']","[3, 4, 3, 7]","['Kitchen', 'Food']",0.95
312,"[124, 130, 140, 6136, 813]","['Kitchen', 'Electronics', 'Toys', 'Food']","[4, 6, 9, 6, 13, 1]","['Kitchen', 'Electronics', 'Food', 'Toys']",0.95
313,"[140, 159, 130, 184, 72]","['Kitchen', 'Electronics', 'Food']","[4, 15, 9, 10, 10, 4, 6, 10, 6, 13]","['Kitchen', 'Electronics', 'Food']",0.95
327,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
331,"[193, 6136, 5369, 4372, 7693]","['Home', 'Smart Home', 'Fitness', 'Kitchen', 'Food']","[6, 11, 6, 4, 14, 5, 3, 8, 2, 10]","['Home', 'Smart Home', 'Fitness', 'Kitchen', 'Food', 'Audio']",0.95
332,"[3337, 193, 9822, 2127, 5314]",['Smart Home'],[8],['Smart Home'],0.95
337,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[6, 7]",['Food'],0.95
345,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
348,"[6136, 813, 7215, 4727, 2277]","['Food', 'Toys']","[1, 6, 9]","['Food', 'Toys']",0.95
349,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
354,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
355,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
356,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],0.95
363,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
366,"[129, 193, 140, 6136, 813]","['Toys', 'Smart Home', 'Kitchen', 'Food', 'Electronics']","[13, 7, 15, 5, 2, 8, 11, 13, 1]","['Electronics', 'Toys', 'Smart Home', 'Fitness', 'Kitchen', 'Food', 'Audio']",0.95
367,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
368,"[6136, 813, 7215, 4727, 2277]","['Food', 'Toys']","[1, 7, 6]","['Food', 'Toys']",0.95
370,"[159, 72, 6136, 5369, 7693]","['Kitchen', 'Electronics', 'Home', 'Food']","[6, 15, 9, 4, 14, 12, 4, 6, 12, 13]","['Kitchen', 'Electronics', 'Food', 'Home']",0.95
374,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
375,"[6136, 3337, 7215, 193, 2277]","['Food', 'Smart Home']","[3, 8, 6]","['Food', 'Smart Home']",0.95
378,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],0.95
382,"[6136, 813, 3337, 7215, 4727]","['Food', 'Toys', 'Smart Home']","[1, 8, 10]","['Food', 'Toys', 'Smart Home']",0.95
383,"[184, 193, 6136, 7693, 3455]","['Kitchen', 'Food', 'Smart Home']","[3, 3, 2]","['Kitchen', 'Food']",1.0
386,"[3337, 193, 9822, 2127, 6136]","['Food', 'Smart Home']",[8],['Smart Home'],0.9500000000000001
389,"[130, 81, 6136, 813, 5369]","['Food', 'Toys', 'Home']","[1, 10, 14, 1, 11, 15]","['Fitness', 'Food', 'Toys', 'Home']",0.95
390,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
392,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],1.0
394,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],1.0
403,"[159, 140, 124, 6136, 7693]","['Kitchen', 'Electronics', 'Food']","[2, 13, 2, 10, 13, 4, 7]","['Kitchen', 'Electronics', 'Food']",0.95
409,"[130, 6136, 3337, 813, 4439]","['Audio', 'Food', 'Toys', 'Smart Home']","[1, 6, 10, 10, 8, 3, 5]","['Audio', 'Food', 'Toys', 'Smart Home']",0.95
415,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],1.0
418,"[3337, 193, 9822, 2127, 6136]","['Food', 'Smart Home']",[8],['Smart Home'],0.9500000000000001
420,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],1.0
424,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],1.0
426,"[193, 813, 3337, 4372, 6260]","['Fitness', 'Toys', 'Smart Home']","[11, 1, 8, 1, 11]","['Fitness', 'Toys', 'Smart Home']",0.95
430,"[6136, 7215, 8138, 2277, 9599]",['Food'],[3],['Food'],1.0
432,"[130, 6136, 7215, 8138, 2277]",['Food'],[3],['Food'],1.0
433,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
434,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
438,"[193, 130, 6136, 813, 3337]","['Food', 'Toys', 'Smart Home']","[8, 5, 3, 1, 3, 9, 7]","['Audio', 'Toys', 'Smart Home', 'Food']",0.95
439,"[6136, 7693, 3337, 7215, 9921]","['Kitchen', 'Food', 'Smart Home']","[7, 2, 8, 7]","['Kitchen', 'Food', 'Smart Home']",0.95
442,"[159, 124, 130, 6136, 813]","['Electronics', 'Toys', 'Food']","[1, 13, 7, 6, 15, 7, 5]","['Audio', 'Electronics', 'Toys', 'Food']",0.95
445,"[7693, 184, 9921, 3455, 9504]",['Kitchen'],[2],['Kitchen'],1.0
446,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
457,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],0.95
463,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],1.0
478,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],1.0
480,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
481,"[140, 5369, 6136, 813, 7693]","['Kitchen', 'Toys', 'Food', 'Home']","[2, 9, 14, 14, 15, 1, 6]","['Kitchen', 'Toys', 'Food', 'Home']",0.95
484,"[193, 6136, 5369, 4372, 7693]","['Home', 'Smart Home', 'Fitness', 'Kitchen', 'Food']","[2, 11, 7, 14, 15, 8, 2, 6, 8]","['Home', 'Smart Home', 'Fitness', 'Kitchen', 'Food']",0.95
486,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
487,"[129, 6136, 7693, 3160, 3337]","['Kitchen', 'Electronics', 'Smart Home', 'Food']","[5, 7, 12, 8, 3, 12, 2, 9, 6, 13]","['Audio', 'Smart Home', 'Kitchen', 'Food', 'Electronics']",0.95
488,"[130, 813, 6136, 4727, 7215]","['Food', 'Toys']","[1, 3, 1, 1]","['Food', 'Toys']",1.0
489,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
490,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
500,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
501,"[193, 140, 6136, 3160, 7693]","['Kitchen', 'Electronics', 'Food', 'Smart Home']","[4, 12, 8, 13, 15, 3, 3, 9, 2, 8]","['Kitchen', 'Electronics', 'Food', 'Smart Home']",0.95
502,"[140, 813, 4720, 4727, 9447]","['Kitchen', 'Toys']",[1],['Toys'],0.9500000000000001
505,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],0.95
507,"[184, 7693, 72, 9921, 3455]",['Kitchen'],[2],['Kitchen'],1.0
509,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],0.95
510,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],1.0
513,"[159, 124, 129, 72, 6136]","['Kitchen', 'Electronics', 'Food']","[4, 12, 13, 2, 12, 12, 13, 4, 9]","['Kitchen', 'Electronics', 'Food']",0.95
516,"[6136, 7693, 3337, 7215, 9921]","['Kitchen', 'Food', 'Smart Home']","[4, 3, 9, 8]","['Kitchen', 'Food', 'Smart Home']",0.95
517,"[140, 6136, 5369, 4372, 7693]","['Fitness', 'Kitchen', 'Food', 'Home']","[14, 14, 14, 14, 4, 6, 11, 2, 5, 16]","['Home', 'Fitness', 'Kitchen', 'Food', 'Audio']",0.95
521,"[193, 140, 130, 4372, 6136]","['Fitness', 'Kitchen', 'Food', 'Smart Home']","[3, 9, 4, 7, 3, 5, 8, 5, 11]","['Smart Home', 'Fitness', 'Kitchen', 'Food', 'Audio']",0.95
523,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
530,"[6136, 7693, 7215, 9921, 2277]","['Kitchen', 'Food']","[9, 7, 2, 10]","['Kitchen', 'Food']",0.95
532,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],1.0
537,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],0.95
541,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
543,"[6136, 4439, 7215, 8479, 2277]","['Audio', 'Food']","[5, 9]","['Audio', 'Food']",0.95
546,"[140, 184, 6136, 4372, 7693]","['Fitness', 'Kitchen', 'Food']","[4, 11, 4, 6, 11, 12, 10, 15]","['Fitness', 'Kitchen', 'Food']",0.95
549,"[140, 184, 124, 813, 7693]","['Kitchen', 'Electronics', 'Toys']","[2, 1, 1]","['Kitchen', 'Toys']",1.0
550,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
553,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],0.95
554,"[159, 140, 6136, 5369, 7693]","['Kitchen', 'Electronics', 'Home', 'Food']","[2, 8, 14, 2, 2, 15, 8, 13, 15, 9]","['Home', 'Smart Home', 'Kitchen', 'Food', 'Electronics']",0.95
560,"[124, 6136, 813, 4372, 3160]","['Fitness', 'Electronics', 'Toys', 'Food']","[1, 3, 15, 13, 11, 5, 5, 9]","['Electronics', 'Toys', 'Fitness', 'Food', 'Audio']",0.95
562,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
569,"[193, 6136, 813, 7693, 3337]","['Kitchen', 'Food', 'Toys', 'Smart Home']","[2, 1, 9, 7, 8, 5, 7, 6, 8, 5]","['Toys', 'Smart Home', 'Kitchen', 'Food', 'Audio']",0.95
571,"[184, 140, 72, 6136, 7693]","['Kitchen', 'Food']","[5, 5, 15, 6, 12, 15, 5, 4]","['Kitchen', 'Audio', 'Food']",0.95
572,"[6136, 3337, 7215, 193, 2277]","['Food', 'Smart Home']","[8, 7]","['Food', 'Smart Home']",0.95
576,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],1.0
577,"[184, 6136, 3160, 7693, 3337]","['Kitchen', 'Electronics', 'Food', 'Smart Home']","[15, 8, 2, 2, 7, 8, 13, 6, 4]","['Kitchen', 'Electronics', 'Food', 'Smart Home']",0.95
581,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],1.0
582,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],1.0
584,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
588,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],1.0
592,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
593,"[193, 140, 4372, 6136, 7693]","['Fitness', 'Kitchen', 'Food', 'Smart Home']","[6, 3, 4, 3, 3, 11, 11, 3, 8, 5]","['Smart Home', 'Fitness', 'Kitchen', 'Food', 'Audio']",0.95
594,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
599,"[6136, 813, 7693, 7215, 9921]","['Kitchen', 'Food', 'Toys']","[1, 2, 9, 3]","['Kitchen', 'Food', 'Toys']",0.95
600,"[6136, 3337, 5369, 7215, 5544]","['Food', 'Home', 'Smart Home']","[8, 7, 14, 3, 8, 14, 7, 14, 14]","['Food', 'Home', 'Smart Home']",0.95
602,"[193, 140, 184, 72, 6136]","['Kitchen', 'Food', 'Smart Home']","[10, 4, 8, 3, 11, 8]","['Fitness', 'Kitchen', 'Food', 'Smart Home']",0.95
605,"[193, 130, 6136, 5369, 3160]","['Electronics', 'Food', 'Home', 'Smart Home']","[8, 5, 15, 13, 14]","['Home', 'Audio', 'Smart Home', 'Food', 'Electronics']",0.95
609,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],1.0
615,"[140, 193, 72, 184, 6136]","['Kitchen', 'Food', 'Smart Home']","[3, 2, 12, 3, 8, 15]","['Kitchen', 'Food', 'Smart Home']",0.95
619,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],1.0
622,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
626,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
630,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],0.95
636,"[6136, 4439, 7215, 8479, 2277]","['Audio', 'Food']","[6, 5, 5]","['Audio', 'Food']",0.95
640,"[140, 130, 6136, 7693, 7215]","['Kitchen', 'Food']","[2, 3]","['Kitchen', 'Food']",1.0
644,"[6136, 7693, 3337, 7215, 9921]","['Kitchen', 'Food', 'Smart Home']","[10, 2, 8]","['Kitchen', 'Food', 'Smart Home']",0.95
648,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
649,"[130, 6136, 72, 7215, 7693]","['Kitchen', 'Food']","[3, 9, 4, 15, 4, 12, 6]","['Kitchen', 'Food']",0.95
655,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
