product_id,product_name,category,current_quantity,last_restock_quantity,days_since_restock,priority_score,recommendation,suggested_quantity
1238,Product 1238,Clothing,1,103,17,0.8632692307692307,URGENT - Restock immediately,103
4465,Product 4465,Sports,19,198,23,0.8631658291457286,URGENT - Restock immediately,198
1933,Product 1933,Toys,5,58,22,0.8606779661016949,URGENT - Restock immediately,100
2983,Product 2983,Automotive,5,174,18,0.8599999999999999,URGENT - Restock immediately,174
2314,Product 2314,Electronics,5,68,21,0.8592753623188405,URGENT - Restock immediately,100
2063,Product 2063,Toys,11,186,20,0.8588235294117647,URGENT - Restock immediately,186
270,Product 270,Clothing,54,98,54,0.8581818181818182,URGENT - Restock immediately,100
173,Product 173,Sports,11,180,20,0.8574585635359115,URGENT - Restock immediately,180
2674,Product 2674,Home & Kitchen,9,185,19,0.8561290322580645,URGENT - Restock immediately,185
1743,Product 1743,Sports,18,126,25,0.8507874015748031,URGENT - Restock immediately,126
3975,Product 3975,Sports,8,110,20,0.8495495495495494,URGENT - Restock immediately,110
391,Product 391,Books,13,128,22,0.8494573643410852,URGENT - Restock immediately,128
4322,Product 4322,Toys,4,128,17,0.8482945736434107,URGENT - Restock immediately,128
3139,Product 3139,Electronics,9,194,18,0.8476923076923075,URGENT - Restock immediately,194
4846,Product 4846,Sports,18,87,29,0.8468181818181817,URGENT - Restock immediately,100
2571,Product 2571,Sports,18,194,21,0.8453846153846153,URGENT - Restock immediately,194
4239,Product 4239,Toys,63,96,60,0.8453608247422679,URGENT - Restock immediately,100
378,Product 378,Toys,6,169,17,0.8452941176470588,URGENT - Restock immediately,169
3919,Product 3919,Sports,18,100,27,0.8452475247524752,URGENT - Restock immediately,100
1278,Product 1278,Automotive,6,55,22,0.845,URGENT - Restock immediately,100
492,Product 492,Clothing,1,127,15,0.84453125,URGENT - Restock immediately,127
2381,Product 2381,Electronics,4,179,16,0.8444444444444444,URGENT - Restock immediately,179
3950,Product 3950,Books,12,147,20,0.8432432432432431,URGENT - Restock immediately,147
1846,Product 1846,Automotive,20,88,30,0.8426966292134832,URGENT - Restock immediately,100
2175,Product 2175,Electronics,18,159,22,0.8412499999999999,URGENT - Restock immediately,159
3904,Product 3904,Books,2,72,16,0.8408219178082191,URGENT - Restock immediately,100
1225,Product 1225,Clothing,16,74,29,0.8406666666666667,URGENT - Restock immediately,100
3838,Product 3838,Automotive,1,72,15,0.8404109589041096,URGENT - Restock immediately,100
4996,Product 4996,Books,19,120,25,0.8400826446280991,URGENT - Restock immediately,120
3235,Product 3235,Sports,12,55,29,0.8399999999999999,URGENT - Restock immediately,100
1609,Product 1609,Toys,52,97,51,0.8385714285714285,URGENT - Restock immediately,100
692,Product 692,Sports,3,181,15,0.8384615384615384,URGENT - Restock immediately,181
3215,Product 3215,Home & Kitchen,9,120,19,0.8379338842975206,URGENT - Restock immediately,120
3895,Product 3895,Electronics,6,187,16,0.8376595744680851,URGENT - Restock immediately,187
3053,Product 3053,Toys,13,122,21,0.8360162601626016,URGENT - Restock immediately,122
1159,Product 1159,Sports,7,65,21,0.8357575757575757,URGENT - Restock immediately,100
321,Product 321,Automotive,14,151,20,0.8355263157894737,URGENT - Restock immediately,151
798,Product 798,Toys,1,140,14,0.8350354609929078,URGENT - Restock immediately,140
3747,Product 3747,Electronics,1,118,14,0.8341176470588235,URGENT - Restock immediately,118
2273,Product 2273,Electronics,19,200,20,0.8338308457711442,URGENT - Restock immediately,200
2453,Product 2453,Automotive,13,161,19,0.8338271604938271,URGENT - Restock immediately,161
2412,Product 2412,Home & Kitchen,11,88,22,0.8334831460674157,URGENT - Restock immediately,100
3443,Product 3443,Home & Kitchen,16,145,21,0.8332876712328766,URGENT - Restock immediately,145
2990,Product 2990,Automotive,15,184,19,0.8332432432432431,URGENT - Restock immediately,184
686,Product 686,Toys,13,193,18,0.8330927835051547,URGENT - Restock immediately,193
3170,Product 3170,Clothing,1,99,14,0.833,URGENT - Restock immediately,100
1273,Product 1273,Electronics,5,128,16,0.8328682170542636,URGENT - Restock immediately,128
2487,Product 2487,Clothing,10,79,22,0.8324999999999999,URGENT - Restock immediately,100
1928,Product 1928,Automotive,17,74,29,0.8313333333333333,URGENT - Restock immediately,100
3259,Product 3259,Automotive,22,96,29,0.8312371134020617,URGENT - Restock immediately,100
1363,Product 1363,Books,12,84,23,0.8311764705882353,URGENT - Restock immediately,100
604,Product 604,Books,12,121,20,0.8311475409836064,URGENT - Restock immediately,121
1474,Product 1474,Home & Kitchen,7,82,19,0.8309638554216867,URGENT - Restock immediately,100
3412,Product 3412,Clothing,5,182,15,0.8308743169398907,URGENT - Restock immediately,182
831,Product 831,Electronics,52,95,51,0.8308333333333333,URGENT - Restock immediately,100
4254,Product 4254,Clothing,16,186,19,0.8301069518716576,URGENT - Restock immediately,186
4052,Product 4052,Home & Kitchen,2,132,14,0.8294736842105263,URGENT - Restock immediately,132
2466,Product 2466,Home & Kitchen,13,179,18,0.8294444444444444,URGENT - Restock immediately,179
4932,Product 4932,Clothing,9,103,19,0.8294230769230768,URGENT - Restock immediately,103
4201,Product 4201,Toys,12,102,21,0.8284466019417476,URGENT - Restock immediately,102
4010,Product 4010,Sports,14,158,19,0.8283647798742138,URGENT - Restock immediately,158
4454,Product 4454,Automotive,6,193,15,0.8283505154639175,URGENT - Restock immediately,193
679,Product 679,Clothing,13,68,26,0.8281159420289855,URGENT - Restock immediately,100
3843,Product 3843,Automotive,13,88,23,0.827752808988764,URGENT - Restock immediately,100
528,Product 528,Sports,8,106,18,0.8276635514018691,URGENT - Restock immediately,106
340,Product 340,Automotive,22,100,28,0.8275247524752474,URGENT - Restock immediately,100
4032,Product 4032,Clothing,12,132,19,0.8268421052631578,URGENT - Restock immediately,132
56,Product 56,Electronics,1,185,13,0.8262365591397849,URGENT - Restock immediately,185
3088,Product 3088,Home & Kitchen,5,64,18,0.8261538461538462,URGENT - Restock immediately,100
4346,Product 4346,Electronics,16,173,19,0.8256321839080459,URGENT - Restock immediately,173
1267,Product 1267,Automotive,10,66,23,0.8255223880597015,URGENT - Restock immediately,100
3156,Product 3156,Books,7,57,21,0.8255172413793103,URGENT - Restock immediately,100
580,Product 580,Electronics,10,124,18,0.8240000000000001,URGENT - Restock immediately,124
4981,Product 4981,Electronics,13,104,21,0.8233333333333333,URGENT - Restock immediately,104
1047,Product 1047,Automotive,16,142,20,0.8216783216783216,URGENT - Restock immediately,142
2555,Product 2555,Sports,12,143,18,0.8216666666666665,URGENT - Restock immediately,143
2430,Product 2430,Home & Kitchen,24,93,30,0.8212765957446808,URGENT - Restock immediately,100
4675,Product 4675,Home & Kitchen,51,75,59,0.8202631578947368,URGENT - Restock immediately,100
658,Product 658,Sports,12,167,17,0.8200000000000001,URGENT - Restock immediately,167
4727,Product 4727,Clothing,8,138,16,0.8197122302158274,URGENT - Restock immediately,138
2687,Product 2687,Clothing,19,146,21,0.8195238095238094,URGENT - Restock immediately,146
2775,Product 2775,Home & Kitchen,4,135,14,0.8194117647058823,URGENT - Restock immediately,135
2859,Product 2859,Toys,1,64,13,0.8192307692307692,URGENT - Restock immediately,100
3319,Product 3319,Books,6,197,14,0.8187878787878787,URGENT - Restock immediately,197
517,Product 517,Books,12,63,25,0.81875,URGENT - Restock immediately,100
1653,Product 1653,Automotive,18,172,19,0.8171676300578034,URGENT - Restock immediately,172
513,Product 513,Sports,69,99,60,0.817,URGENT - Restock immediately,100
1457,Product 1457,Books,1,152,12,0.8154248366013072,URGENT - Restock immediately,152
3583,Product 3583,Clothing,9,59,22,0.815,URGENT - Restock immediately,100
4682,Product 4682,Clothing,5,98,15,0.8146464646464646,URGENT - Restock immediately,100
1422,Product 1422,Electronics,53,84,55,0.8135294117647058,URGENT - Restock immediately,100
2954,Product 2954,Books,6,114,15,0.8134782608695652,URGENT - Restock immediately,114
4475,Product 4475,Electronics,51,89,51,0.8133333333333334,URGENT - Restock immediately,100
1857,Product 1857,Clothing,2,198,12,0.8129648241206029,URGENT - Restock immediately,198
1473,Product 1473,Clothing,8,147,15,0.8121621621621622,URGENT - Restock immediately,147
1466,Product 1466,Home & Kitchen,54,78,59,0.8115189873417721,URGENT - Restock immediately,100
106,Product 106,Toys,18,97,24,0.8114285714285714,URGENT - Restock immediately,100
3707,Product 3707,Clothing,50,89,50,0.8111111111111111,URGENT - Restock immediately,100
4416,Product 4416,Toys,3,52,15,0.810377358490566,URGENT - Restock immediately,100
3046,Product 3046,Books,21,91,27,0.8102173913043478,URGENT - Restock immediately,100
1295,Product 1295,Books,8,50,22,0.8101960784313725,URGENT - Restock immediately,100
3325,Product 3325,Toys,7,160,14,0.8095652173913044,URGENT - Restock immediately,160
1934,Product 1934,Electronics,9,123,16,0.8091935483870968,URGENT - Restock immediately,123
367,Product 367,Home & Kitchen,6,200,13,0.8091044776119403,URGENT - Restock immediately,200
2712,Product 2712,Electronics,15,200,16,0.8077611940298507,URGENT - Restock immediately,200
1590,Product 1590,Sports,8,169,14,0.8070588235294117,URGENT - Restock immediately,169
2324,Product 2324,Toys,8,167,14,0.8066666666666666,URGENT - Restock immediately,167
4421,Product 4421,Toys,1,154,11,0.8054838709677419,URGENT - Restock immediately,154
2494,Product 2494,Electronics,3,80,13,0.804074074074074,URGENT - Restock immediately,100
2064,Product 2064,Clothing,7,73,17,0.8037837837837838,URGENT - Restock immediately,100
3888,Product 3888,Sports,6,114,14,0.8034782608695652,URGENT - Restock immediately,114
3268,Product 3268,Books,16,145,18,0.8032876712328767,URGENT - Restock immediately,145
1049,Product 1049,Home & Kitchen,19,96,24,0.8028865979381443,URGENT - Restock immediately,100
4831,Product 4831,Electronics,2,188,11,0.8025925925925925,URGENT - Restock immediately,188
2596,Product 2596,Automotive,14,82,22,0.8019277108433734,URGENT - Restock immediately,100
404,Product 404,Automotive,9,91,17,0.8015217391304348,URGENT - Restock immediately,100
3377,Product 3377,Clothing,17,74,26,0.8013333333333333,URGENT - Restock immediately,100
1918,Product 1918,Home & Kitchen,5,182,12,0.8008743169398906,URGENT - Restock immediately,182
4589,Product 4589,Toys,63,93,57,0.8008510638297872,URGENT - Restock immediately,100
1649,Product 1649,Sports,3,70,13,0.8004225352112676,URGENT - Restock immediately,100
3301,Product 3301,Electronics,8,50,21,0.8001960784313725,URGENT - Restock immediately,100
4273,Product 4273,Home & Kitchen,13,173,15,0.7977011494252874,HIGH - Restock within 1 week,173
4500,Product 4500,Electronics,1,174,10,0.7959999999999999,HIGH - Restock within 1 week,174
2603,Product 2603,Home & Kitchen,13,200,14,0.7947263681592039,HIGH - Restock within 1 week,200
3390,Product 3390,Electronics,12,66,22,0.7946268656716418,HIGH - Restock within 1 week,66
507,Product 507,Clothing,1,117,10,0.7940677966101695,HIGH - Restock within 1 week,117
1955,Product 1955,Automotive,16,129,18,0.7938461538461539,HIGH - Restock within 1 week,129
709,Product 709,Books,23,90,27,0.7930769230769231,HIGH - Restock within 1 week,90
1554,Product 1554,Books,23,85,28,0.7927906976744186,HIGH - Restock within 1 week,85
2804,Product 2804,Automotive,12,65,22,0.7927272727272726,HIGH - Restock within 1 week,65
745,Product 745,Electronics,12,56,24,0.7926315789473684,HIGH - Restock within 1 week,56
4962,Product 4962,Home & Kitchen,19,122,20,0.7918699186991869,HIGH - Restock within 1 week,122
1132,Product 1132,Automotive,26,86,30,0.7908045977011493,HIGH - Restock within 1 week,86
883,Product 883,Toys,27,98,28,0.7890909090909091,HIGH - Restock within 1 week,98
4101,Product 4101,Sports,20,68,29,0.7871014492753623,HIGH - Restock within 1 week,68
4446,Product 4446,Toys,58,83,57,0.7866666666666666,HIGH - Restock within 1 week,83
2675,Product 2675,Automotive,1,186,9,0.7862566844919785,HIGH - Restock within 1 week,186
612,Product 612,Electronics,9,116,14,0.7861538461538462,HIGH - Restock within 1 week,116
3570,Product 3570,Automotive,9,115,14,0.7856896551724137,HIGH - Restock within 1 week,115
4828,Product 4828,Sports,6,165,11,0.7846987951807228,HIGH - Restock within 1 week,165
3478,Product 3478,Electronics,21,100,23,0.7844554455445544,HIGH - Restock within 1 week,100
2875,Product 2875,Home & Kitchen,23,81,28,0.7836585365853659,HIGH - Restock within 1 week,81
119,Product 119,Clothing,17,93,21,0.7834042553191489,HIGH - Restock within 1 week,93
741,Product 741,Automotive,14,172,14,0.7833526011560694,HIGH - Restock within 1 week,172
4441,Product 4441,Automotive,8,83,15,0.7833333333333333,HIGH - Restock within 1 week,83
2031,Product 2031,Clothing,2,199,9,0.7829999999999999,HIGH - Restock within 1 week,199
1730,Product 1730,Books,27,90,29,0.7823076923076921,HIGH - Restock within 1 week,90
3054,Product 3054,Electronics,5,72,13,0.7820547945205478,HIGH - Restock within 1 week,72
989,Product 989,Home & Kitchen,14,61,24,0.7819354838709677,HIGH - Restock within 1 week,61
520,Product 520,Books,5,185,10,0.7811827956989247,HIGH - Restock within 1 week,185
179,Product 179,Books,17,200,14,0.7807960199004975,HIGH - Restock within 1 week,200
218,Product 218,Toys,5,118,11,0.7805882352941176,HIGH - Restock within 1 week,118
4316,Product 4316,Electronics,17,199,14,0.7805,HIGH - Restock within 1 week,199
4645,Product 4645,Books,3,51,12,0.7796153846153846,HIGH - Restock within 1 week,51
1576,Product 1576,Books,20,92,23,0.7794623655913978,HIGH - Restock within 1 week,92
695,Product 695,Clothing,2,124,9,0.7787999999999999,HIGH - Restock within 1 week,124
4505,Product 4505,Sports,18,136,17,0.778029197080292,HIGH - Restock within 1 week,136
306,Product 306,Sports,2,60,10,0.7770491803278687,HIGH - Restock within 1 week,60
3532,Product 3532,Clothing,11,175,12,0.77625,HIGH - Restock within 1 week,175
1098,Product 1098,Home & Kitchen,22,99,23,0.7759999999999999,HIGH - Restock within 1 week,99
2601,Product 2601,Automotive,7,142,11,0.7757342657342656,HIGH - Restock within 1 week,142
89,Product 89,Sports,5,53,14,0.7751851851851852,HIGH - Restock within 1 week,53
826,Product 826,Home & Kitchen,16,131,16,0.7751515151515151,HIGH - Restock within 1 week,131
3906,Product 3906,Toys,7,196,10,0.7751269035532994,HIGH - Restock within 1 week,196
4372,Product 4372,Books,9,178,11,0.7748044692737429,HIGH - Restock within 1 week,178
19,Product 19,Electronics,20,64,29,0.7746153846153845,HIGH - Restock within 1 week,64
1136,Product 1136,Clothing,16,76,22,0.7745454545454544,HIGH - Restock within 1 week,76
2768,Product 2768,Sports,17,63,26,0.7740625,HIGH - Restock within 1 week,63
4696,Product 4696,Clothing,4,59,12,0.7733333333333333,HIGH - Restock within 1 week,59
2359,Product 2359,Electronics,6,73,13,0.7732432432432431,HIGH - Restock within 1 week,73
3484,Product 3484,Home & Kitchen,10,189,11,0.773157894736842,HIGH - Restock within 1 week,189
4191,Product 4191,Automotive,2,198,8,0.7729648241206029,HIGH - Restock within 1 week,198
4648,Product 4648,Toys,2,149,8,0.7706666666666666,HIGH - Restock within 1 week,149
2320,Product 2320,Sports,5,175,9,0.7701136363636363,HIGH - Restock within 1 week,175
3126,Product 3126,Electronics,23,69,30,0.77,HIGH - Restock within 1 week,69
256,Product 256,Electronics,12,118,14,0.7694117647058824,HIGH - Restock within 1 week,118
266,Product 266,Books,13,178,12,0.7691620111731843,HIGH - Restock within 1 week,178
4060,Product 4060,Toys,18,103,19,0.7688461538461537,HIGH - Restock within 1 week,103
2429,Product 2429,Home & Kitchen,14,119,15,0.7683333333333333,HIGH - Restock within 1 week,119
216,Product 216,Clothing,51,78,52,0.7681012658227848,HIGH - Restock within 1 week,78
3210,Product 3210,Books,51,78,52,0.7681012658227848,HIGH - Restock within 1 week,78
769,Product 769,Books,22,94,23,0.7678947368421052,HIGH - Restock within 1 week,94
1948,Product 1948,Clothing,7,150,10,0.7675496688741721,HIGH - Restock within 1 week,150
198,Product 198,Electronics,8,171,10,0.7674418604651162,HIGH - Restock within 1 week,171
4847,Product 4847,Electronics,14,85,18,0.7660465116279069,HIGH - Restock within 1 week,85
2777,Product 2777,Toys,1,159,7,0.7656249999999999,HIGH - Restock within 1 week,159
1082,Product 1082,Home & Kitchen,1,156,7,0.7655414012738853,HIGH - Restock within 1 week,156
2641,Product 2641,Toys,54,77,55,0.7653846153846153,HIGH - Restock within 1 week,77
2764,Product 2764,Books,8,124,11,0.7651999999999999,HIGH - Restock within 1 week,124
