uid,pid1,pid2,pid3,pid4,pid5,pid6,pid7,pid8,pid9,pid10
736,176,91,97,80,83,54,180,26,20,43
737,53,198,85,32,30,111,174,46,71,0
740,167,144,184,193,152,42,183,71,0,0
749,59,145,15,157,85,79,196,91,189,94
750,98,42,122,175,65,71,127,187,65,46
758,95,136,196,176,78,135,75,173,162,51
767,6,185,13,45,74,26,128,88,183,101
772,64,40,109,64,88,132,73,22,0,0
792,27,147,94,73,31,132,48,4,52,132
803,54,34,137,6,79,81,130,50,0,0
814,82,18,36,114,174,72,99,143,52,88
819,150,183,31,4,124,152,111,158,6,0
827,10,109,173,91,43,133,51,54,155,199
844,80,194,30,152,12,40,187,93,190,131
845,101,103,185,5,125,117,193,0,0,0
854,130,73,124,91,200,77,44,2,0,0
857,72,39,133,150,85,185,173,132,122,85
858,99,194,113,183,184,171,56,29,32,23
872,193,36,53,6,188,127,4,42,0,0
893,89,152,66,147,52,200,187,0,0,0
912,168,135,107,98,57,55,38,77,62,92
942,29,121,102,187,198,190,10,12,126,63
943,199,37,182,99,141,53,97,168,184,32
968,15,62,196,145,169,149,200,183,157,161
980,25,196,43,73,184,63,54,142,0,0
993,133,46,8,45,165,94,160,124,58,85
1010,120,189,48,49,53,178,45,166,33,50
1012,118,30,36,115,78,146,70,49,45,67
1026,68,95,138,96,182,166,0,0,0,0
1045,116,189,44,134,90,89,184,0,0,0
1054,149,175,184,152,56,148,112,82,17,157
1057,195,183,60,192,64,77,197,61,51,112
1063,101,136,86,94,149,115,161,182,169,93
1065,137,65,190,181,79,188,8,60,69,18
1068,9,23,93,27,200,109,0,0,0,0
1089,159,9,67,3,29,141,81,36,22,130
1091,121,132,68,115,60,36,157,0,0,0
1100,90,68,193,67,21,148,0,0,0,0
1110,117,60,56,2,198,103,67,0,0,0
1111,28,23,3,39,33,49,43,123,89,76
1124,154,173,136,136,157,161,15,39,149,156
1144,149,21,195,164,11,142,111,112,0,0
1145,124,7,4,68,56,0,0,0,0,0
1189,26,151,0,185,119,148,66,125,190,148
1190,43,172,37,102,95,193,166,155,0,0
1199,69,189,61,13,155,140,57,91,4,16
1216,156,162,90,166,75,61,126,115,59,146
1226,157,156,79,6,7,118,122,83,114,158
1237,92,51,192,10,103,0,0,0,0,0
1260,107,8,96,183,178,43,73,3,77,44
1271,79,8,123,10,59,191,174,14,29,177
1274,64,73,187,28,47,30,182,39,13,76
1277,127,59,97,27,195,14,86,0,0,0
1284,149,44,16,158,119,140,177,67,0,0
1286,21,63,99,122,1,150,30,80,43,183
1297,54,7,62,100,189,124,156,3,143,133
1308,159,44,78,112,142,19,13,51,64,0
1337,154,25,50,145,18,0,0,0,0,0
1338,129,100,16,85,189,154,197,60,132,192
1339,78,71,75,192,199,175,64,0,0,0
1351,152,60,25,42,118,45,147,150,0,0
1361,173,185,8,58,71,21,175,0,0,0
1376,14,110,91,94,78,62,52,99,0,0
1377,127,199,189,9,164,14,132,0,0,0
1387,58,160,89,158,107,114,115,58,57,123
1390,95,119,15,168,179,123,105,34,0,0
1391,147,51,192,7,139,82,158,181,33,62
1413,188,95,199,132,111,30,0,0,0,0
1422,168,197,83,9,149,134,60,144,142,0
1433,13,88,118,10,127,91,35,0,0,0
1435,63,165,138,63,41,66,22,100,64,154
1436,75,140,85,85,59,199,35,6,162,119
1437,162,135,76,104,84,182,160,21,0,0
1443,12,36,136,193,158,21,1,140,44,16
1449,13,104,175,10,117,152,162,89,44,0
1450,16,184,124,120,116,0,0,0,0,0
1454,187,66,4,125,157,0,0,0,0,0
1472,128,184,5,168,16,0,0,0,0,0
1485,20,69,62,107,120,0,0,0,0,0
1496,187,104,28,159,2,101,70,0,0,0
1501,148,10,63,189,16,48,149,18,49,91
1513,143,22,69,153,162,170,160,83,162,72
1521,20,159,11,177,160,0,0,0,0,0
1523,42,195,61,28,86,131,62,0,0,0
1529,156,152,8,168,92,125,21,166,0,0
1535,147,45,12,96,125,175,90,2,63,94
1552,84,105,32,170,92,147,102,115,50,181
1554,2,177,132,199,56,124,102,73,0,0
1555,12,125,20,114,71,172,20,90,25,168
1561,121,61,91,148,191,156,43,145,84,187
1570,200,124,44,79,102,73,106,0,0,0
1574,98,69,10,148,114,135,52,42,0,0
1580,33,184,181,68,130,19,166,44,175,168
1599,151,55,30,159,130,181,104,127,125,40
1609,25,22,148,176,41,39,114,42,46,102
1614,76,64,120,152,119,112,125,110,0,0
1616,112,150,110,8,82,77,112,43,190,47
1622,124,141,159,99,182,52,77,144,54,181
1630,71,186,187,101,29,85,131,59,160,1
1632,122,165,48,173,191,178,119,103,89,128
1636,84,144,156,57,119,28,12,159,12,0
1646,127,71,19,164,156,6,8,98,39,121
1650,111,133,198,177,92,168,27,94,158,79
1663,11,106,132,79,159,188,133,167,127,89
1668,26,156,105,52,79,71,0,0,0,0
1674,97,131,57,87,88,8,132,57,155,0
1678,175,17,9,200,26,152,185,52,114,156
1688,182,51,79,173,21,144,144,127,58,149
1691,53,185,160,98,118,0,0,0,0,0
1710,148,124,9,20,72,34,199,59,145,0
1715,63,181,33,90,62,173,0,0,0,0
1721,51,108,40,141,37,0,0,0,0,0
1730,194,27,1,16,137,69,45,0,0,0
1744,157,187,112,76,150,0,0,0,0,0
1752,136,67,148,157,163,105,89,63,36,31
1754,103,58,139,59,44,0,0,0,0,0
1763,139,0,132,53,61,149,88,98,120,0
1768,117,179,119,117,58,43,185,14,172,135
1771,66,41,107,198,141,116,196,0,0,0
1789,28,50,98,48,183,11,176,52,48,142
1795,97,154,35,130,112,26,139,118,200,191
1800,110,24,39,65,86,173,155,17,6,147
1804,8,85,51,36,14,171,25,30,74,8
1829,47,143,140,97,15,24,0,0,0,0
1831,58,118,120,121,79,88,192,175,14,35
1834,6,140,148,66,18,83,112,0,0,0
1838,189,29,43,58,181,34,55,129,0,159
1849,45,185,162,182,85,60,66,44,0,0
1851,53,17,200,191,68,64,95,124,90,80
1853,69,38,29,29,6,48,0,0,0,0
1856,154,51,85,186,80,165,87,1,148,134
1865,4,42,64,156,50,135,64,0,0,0
1876,17,139,80,82,45,70,97,119,173,49
1878,16,187,76,117,100,4,94,121,17,25
1904,139,11,4,119,42,194,121,0,0,0
1910,152,53,163,112,17,136,154,33,12,117
1921,198,22,7,42,141,6,67,155,56,0
1923,55,13,161,175,120,181,25,87,122,50
1928,121,172,87,27,188,52,3,0,0,0
1934,53,72,173,158,13,74,178,40,49,158
1948,16,19,140,51,33,21,0,0,0,0
1978,170,89,75,23,180,13,38,90,62,80
1987,17,49,174,45,52,80,28,178,105,0
1988,134,29,102,121,52,28,172,106,116,157
2004,116,145,168,196,101,74,115,60,94,60
2018,41,189,34,118,185,121,36,65,71,160
2027,145,28,110,121,15,17,141,25,0,0
2034,149,147,114,19,73,151,51,60,100,53
2045,54,125,93,59,47,186,137,174,94,0
2073,118,102,31,183,161,187,15,80,106,159
2075,12,40,120,38,2,36,163,86,165,128
2089,136,10,170,33,42,27,92,175,50,171
2099,102,135,38,171,195,189,78,175,18,49
2107,28,87,187,119,112,156,33,0,0,0
2109,53,185,103,178,195,79,60,186,163,185
2110,187,131,71,171,183,97,177,110,174,88
2111,92,162,74,118,187,182,144,163,0,0
2115,84,58,108,94,84,120,170,170,148,162
2116,24,96,45,87,5,107,48,9,0,0
2117,89,146,130,163,111,0,0,0,0,0
2143,112,113,41,81,133,143,0,0,0,0
2183,189,109,52,10,128,0,0,0,0,0
2245,100,55,2,29,190,137,193,99,200,5
2275,140,100,56,15,169,46,97,174,23,0
2285,164,173,25,92,159,0,0,0,0,0
2300,101,131,36,82,85,196,146,140,56,108
2321,4,83,166,99,139,156,127,0,0,0
2325,57,70,138,75,76,69,54,0,0,0
2332,35,45,172,15,175,0,0,0,0,0
2362,67,131,95,62,124,0,0,0,0,0
2385,46,77,94,29,158,86,169,0,0,0
2393,183,69,145,23,40,74,0,0,0,0
2420,184,194,74,33,55,108,0,0,0,0
2457,108,192,150,80,132,127,29,153,60,67
2473,25,91,193,180,132,0,0,0,0,0
2494,40,195,81,40,5,0,0,0,0,0
2500,168,138,156,186,167,113,157,31,56,0
2502,99,87,33,92,131,10,144,33,125,81
2513,140,49,127,47,187,143,1,48,0,0
2519,119,50,174,37,144,117,149,84,23,127
2534,149,64,95,142,119,139,157,0,0,0
2535,58,114,60,43,147,43,70,48,99,157
2544,147,88,51,182,159,51,37,95,1,7
2566,88,198,134,26,121,0,0,0,0,0
2593,114,22,193,139,122,14,55,138,69,177
2597,160,193,58,53,81,101,160,21,102,191
2607,105,62,165,36,73,128,110,0,0,0
2608,70,20,153,148,129,57,180,7,47,197
2610,36,170,37,135,161,56,25,0,0,0
2626,15,184,116,189,15,57,136,156,57,107
2638,15,56,155,97,175,136,183,165,185,192
2639,108,172,137,68,194,43,23,167,25,100
2645,108,3,154,21,84,62,33,104,57,0
2656,104,200,136,76,86,42,32,123,90,51
2671,71,158,200,1,87,161,86,74,193,103
2687,25,120,66,150,55,86,174,55,28,75
2699,93,134,96,112,21,16,14,198,173,175
2704,37,134,81,163,48,155,154,88,111,197
2710,57,99,7,177,157,71,79,47,195,13
2714,100,94,22,139,104,149,0,0,0,0
2741,77,12,75,95,32,79,176,116,29,5
2757,115,68,131,157,101,136,153,80,181,153
2779,123,27,29,102,2,132,118,128,147,171
2781,161,183,22,131,68,117,78,173,96,98
2783,101,190,109,145,54,20,28,58,25,24
2792,68,49,98,158,125,39,27,180,63,0
2803,130,132,165,14,98,191,178,138,28,87
2808,146,57,195,179,140,50,129,116,63,37
2821,148,127,185,26,155,108,0,0,0,0
2845,4,19,140,13,173,5,109,0,0,0
2892,179,124,46,150,183,12,157,175,97,0
2896,75,87,115,157,60,167,76,101,0,0
2898,153,76,106,172,190,110,82,51,40,129
2902,85,174,14,56,46,133,15,27,107,129
2906,35,73,30,156,85,0,0,0,0,0
2909,131,171,4,183,165,165,0,0,0,0
2913,22,153,168,126,120,82,21,23,0,0
2937,140,20,127,79,189,64,0,0,0,0
2950,40,92,14,87,147,24,101,193,88,134
2959,195,110,81,183,51,166,35,105,15,71
2964,19,97,76,170,195,145,163,44,193,21
2970,26,19,13,28,43,68,59,0,0,0
2994,36,76,115,162,147,170,59,150,100,171
2996,31,129,167,187,37,79,137,44,78,142
3008,184,86,71,61,192,88,181,131,94,33
3029,130,128,131,96,191,155,91,73,61,45
3031,68,136,28,192,162,37,0,0,0,0
3042,139,0,179,11,182,7,191,70,136,160
3069,11,115,134,172,82,163,72,178,0,0
3074,77,53,134,86,105,39,144,119,26,48
3082,126,94,121,199,193,143,164,122,178,90
3090,27,89,110,179,33,185,126,51,0,0
3116,38,137,4,115,194,16,152,174,98,172
3118,13,100,84,112,192,44,70,196,126,60
3121,97,161,18,86,33,113,113,170,57,180
3143,75,184,166,178,174,151,172,95,0,0
3145,15,147,180,131,98,96,174,76,178,75
3147,15,196,117,136,137,147,27,139,0,0
3178,182,107,7,103,199,82,181,32,151,115
3180,186,151,156,19,158,30,193,152,82,0
3197,53,93,115,179,162,104,92,0,0,0
3210,147,96,195,72,148,145,0,0,0,0
3213,72,145,166,160,36,90,168,25,127,0
3219,185,91,17,23,190,88,89,10,100,86
3243,182,28,92,166,5,25,21,154,158,64
3246,51,11,107,61,112,121,75,5,0,0
3269,19,58,153,21,129,112,136,161,171,133
3274,105,42,10,197,5,3,12,172,163,41
3281,34,134,98,105,30,172,135,23,0,0
3289,82,195,99,158,120,113,142,151,0,0
3290,77,131,169,141,48,22,0,0,0,0
3293,4,22,143,149,27,122,139,68,113,187
3295,45,7,18,143,37,0,0,0,0,0
3302,147,132,84,8,147,133,57,165,86,0
3321,24,92,34,51,81,72,117,23,194,102
3363,128,126,99,165,156,165,30,67,47,21
3381,196,170,195,3,57,184,172,0,0,0
3382,55,153,157,37,50,147,0,0,0,0
3393,183,64,182,45,178,46,72,55,177,187
3420,74,100,44,181,160,32,0,0,0,0
3439,43,55,174,198,107,13,34,78,75,0
3451,106,84,121,127,35,196,58,0,0,0
3474,39,130,44,92,91,126,88,178,45,16
3476,97,193,164,89,65,45,91,102,165,88
3489,137,69,186,171,88,180,62,130,0,0
3493,95,157,92,106,104,1,62,153,72,172
3510,8,142,109,156,43,162,55,0,0,0
3543,34,37,86,94,73,121,27,111,23,119
3567,18,133,197,23,121,118,187,145,0,0
3568,187,184,179,189,114,104,77,175,195,108
3584,19,164,132,192,7,168,96,191,135,150
3601,80,52,9,120,94,33,0,0,0,0
3602,174,163,25,162,27,60,53,159,145,170
3607,17,173,39,171,83,48,0,0,0,0
3609,157,138,35,25,109,0,0,0,0,0
3619,12,192,128,99,187,132,82,1,135,60
3625,3,88,68,3,58,78,7,35,17,52
3631,45,30,170,170,126,167,58,7,106,84
3640,181,197,63,129,193,126,172,50,151,188
3651,25,23,17,79,45,192,191,5,0,0
3665,185,154,102,48,72,186,154,115,187,0
3668,76,173,87,76,64,173,2,196,94,158
3670,196,13,116,12,25,154,159,108,47,8
3686,106,89,161,33,62,33,141,146,103,85
3694,160,86,3,157,168,104,60,156,75,28
3698,85,198,181,8,178,114,189,23,14,187
3700,92,198,76,33,137,18,8,20,0,0
3705,108,56,96,49,188,177,134,13,155,120
3707,200,200,63,162,40,72,0,0,0,0
3726,148,200,32,14,105,96,96,169,131,16
3733,128,136,68,35,136,0,0,0,0,0
3754,150,117,62,140,38,136,105,71,180,195
3755,178,92,51,152,193,119,140,187,85,169
3761,181,31,36,22,141,66,182,172,100,72
3768,95,26,124,169,20,182,200,188,142,171
3769,88,119,103,105,18,105,92,60,0,0
3777,2,108,186,88,134,101,5,0,0,0
3787,175,153,90,112,176,0,0,0,0,0
3794,115,184,11,162,120,166,79,46,0,0
3824,118,158,168,18,42,17,80,0,55,194
3848,198,20,157,188,16,178,0,0,0,0
3854,85,82,105,32,99,101,165,124,39,62
3857,45,149,28,91,195,33,15,88,93,13
3865,31,31,153,97,81,130,0,0,0,0
3901,37,121,130,120,188,170,18,2,116,5
3911,165,108,194,113,144,103,66,113,79,189
3920,195,54,8,143,59,89,104,94,2,0
3922,5,48,11,153,119,130,5,9,22,69
3934,87,110,3,138,52,137,0,0,0,0
3935,194,144,89,162,32,144,141,59,12,112
3940,126,76,10,123,80,103,93,117,0,0
3944,76,31,68,119,120,71,128,23,124,56
3948,135,37,175,146,187,74,117,26,49,136
3955,134,167,59,94,28,78,0,0,0,0
3960,89,123,60,62,167,194,33,6,186,20
3967,180,184,122,176,144,102,26,149,138,125
3971,166,163,136,133,12,145,150,173,129,0
4010,187,152,59,113,171,159,179,0,0,0
4011,154,78,3,99,137,0,0,0,0,0
4012,44,200,111,196,162,0,0,0,0,0
4027,31,130,2,171,24,160,78,52,0,0
4048,47,152,71,99,111,52,74,23,182,0
4052,23,19,122,109,149,63,132,168,25,89
4055,40,184,143,3,172,0,0,0,0,0
4071,180,82,180,66,182,172,179,57,36,60
4078,123,197,181,67,101,64,0,0,0,0
4096,129,1,1,90,167,165,5,191,4,69
4102,9,114,126,107,23,9,157,68,49,96
4103,188,155,152,27,47,22,168,71,95,85
4126,84,126,114,9,128,3,133,130,70,102
4136,51,178,183,48,161,112,169,160,51,8
4140,197,46,3,93,69,10,0,0,0,0
4184,17,121,2,189,5,6,23,137,180,22
4188,120,161,55,182,74,25,56,50,53,54
4208,164,177,78,143,105,135,184,88,28,58
4214,147,193,140,76,120,164,142,92,0,0
4216,5,29,176,15,97,58,138,0,15,50
4217,2,190,62,154,168,128,168,0,0,0
4220,20,160,52,35,157,184,153,170,113,18
4226,31,146,46,15,38,15,0,0,0,0
4232,158,196,93,36,154,91,86,143,158,64
4254,132,133,156,35,25,0,0,0,0,0
4258,200,75,136,156,97,43,116,178,6,183
4259,83,157,158,50,81,150,53,0,0,0
4262,34,97,3,128,196,166,188,0,0,0
4286,45,186,168,1,88,138,156,146,78,121
4315,4,162,25,103,33,105,158,115,79,64
4329,153,115,93,24,129,174,3,135,55,167
4333,118,122,131,90,45,134,31,7,144,98
4358,114,116,183,50,143,72,97,117,25,155
4366,27,55,199,125,162,93,171,25,154,71
4385,19,173,67,158,50,0,0,0,0,0
4413,72,155,165,44,161,31,82,105,17,60
4415,164,150,68,135,94,114,0,0,0,0
4420,199,72,183,134,89,60,50,105,184,31
4443,168,153,76,156,114,61,47,123,177,159
4445,148,161,129,141,82,0,0,0,0,0
4450,76,127,58,196,163,0,0,0,0,0
4455,191,17,147,29,141,186,105,160,126,155
4488,103,136,137,42,72,8,185,25,30,80
4492,39,161,194,105,11,27,0,0,0,0
4528,91,84,174,133,198,166,0,0,0,0
4539,77,42,82,58,130,0,0,0,0,0
4562,41,58,94,170,84,29,88,103,79,0
4579,111,12,153,160,49,106,29,132,147,60
4582,142,63,21,49,67,103,0,0,0,0
4583,15,148,177,177,104,3,200,140,0,0
4589,36,26,116,57,197,99,150,80,176,55
4597,50,130,126,32,116,4,159,32,89,105
4605,170,100,118,115,107,72,133,1,12,97
4628,184,162,83,20,87,125,168,162,134,40
4639,60,100,41,135,54,0,50,151,88,25
4648,12,99,42,51,123,140,0,0,0,0
4651,32,118,45,198,36,106,130,150,21,0
4656,174,192,94,66,17,174,165,100,88,0
4657,158,114,29,51,40,127,46,43,153,59
4677,150,139,198,2,112,164,12,161,0,0
4679,186,102,187,5,39,122,117,127,0,0
4688,59,150,78,20,186,97,200,72,180,60
4696,194,139,180,156,70,114,189,189,112,59
4705,33,56,78,191,150,129,134,192,107,54
4715,151,93,158,35,172,143,11,122,65,35
4723,63,42,188,18,10,59,87,60,53,0
4726,83,5,59,44,23,143,131,98,0,0
4738,73,56,199,131,199,15,0,0,0,0
4755,29,105,26,74,37,144,2,4,61,0
4765,138,66,79,69,187,196,37,128,156,175
4768,25,52,72,140,76,0,81,112,159,163
4828,81,122,3,20,186,41,143,114,163,93
4830,85,146,109,146,159,107,2,107,0,0
4832,146,35,0,29,67,112,184,46,0,0
4881,80,69,127,45,71,162,21,70,199,53
4888,83,159,28,192,129,59,169,83,146,143
4890,42,187,99,17,59,133,14,91,60,8
4917,133,23,116,105,32,156,108,4,136,109
4928,78,81,179,166,124,185,178,17,199,115
4945,24,129,71,176,100,192,170,96,27,144
4978,46,66,30,22,148,0,0,0,0,0
4986,125,113,15,106,83,90,54,79,198,150
4987,26,185,144,81,77,84,50,186,182,164
4999,2,179,103,118,74,174,42,99,150,0
5000,41,15,43,29,173,63,95,148,61,45
